text,claim_EN,label,vaccine_type,is_covid,source,url
"Үүнд “Бид буюу хүн төрөлтөн ирээдүйд ямар нэг ургын гажиггүй ген буюу монгол зэрлэг дархлааг хайх боловч, тэр үед та нарын хийсэн өнөөдрийн вакцины гайнаас болж өөрийгөө хамгаалах дархлаагүй мал мэт болно. Дархлаан систем төрөхөөсөө асар хүчтэй кодтой бөгөөд, ямар ч нөхцөлд тэсэн амьдрах боломжийг хайж хувирч чаддаг. Ялангуяа Монгол хүний ген маш онцлогтой. Ковидын өмнө Монголчууд ковид тусаад үхэхгүй байсан үнэн.","'We, humankind, will in the future search for a genetically defect-free gene — the wild Mongolian immunity — but by then, because of the harm of today's vaccines, you will be like livestock with no immunity to protect yourselves. The immune system has an extremely powerful code from birth and can adapt to survive under any conditions. The Mongolian gene especially is very special. Before COVID it was true that Mongolians caught COVID and did not die.'",1,general,0,FactCheck.mn,https://factcheck.mn/post/8802
Олон тун вак хийлгэх тусам ковид тусах эрсдэл өндөр байгааг нотолсон,"It has been proven that the more vaccine doses you get, the higher the risk of catching COVID.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6441
Хүмүүс гэнэт нас барсан нь КОВИД-ын вакцинаас болсон,People dying suddenly was caused by the COVID vaccine.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6414
КОВИД-19-ийн вакцин хорт хавдрыг үүсгэдэг,The COVID-19 vaccine causes cancer.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6397
АНУ-ын Дээд шүүх Ковид вакциныг хориглосон,The US Supreme Court banned the COVID vaccine.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6384
"Дэлхий ковид вакцинаас татгалзаж, хүүхдүүдэд хийхийг хориглосон",The world has rejected the COVID vaccine and banned giving it to children.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6364
Англи улс хүүхдүүдэд Pfizer хийхийг хориглосон,England has banned giving Pfizer to children.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6336
Вакцин бол ДАРХЛААЖУУЛАЛТ биш цус өтгөрүүлэгч вирус,The vaccine is not immunisation but a blood-thickening virus that gives 5-11 year olds myocarditis and pericarditis.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6310
Файзер тариулсан хүүхдүүдийн үхэл вакцингүй ковид туссан хүүхдүүдийнхээс 57 дахин өндөр,Deaths of Pfizer-vaccinated children are 57 times higher than deaths of unvaccinated children who caught COVID.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6285
Сургууль дээр хүүхдэд чинь худал хэлээд юу ч тарьж болно,At school they can inject your children with anything by lying to them (flu vaccine mixed with COVID mRNA).,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6255
Pfizer хийлгэсэн хоёр сартай хүүхэд нас барсан,A two-month-old baby who got Pfizer died.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6102
Цэргийнхэн хүүхдэд зориулсан COVID-19 вакцинаас скополамин илрүүлжээ,The military found scopolamine in the children's COVID-19 vaccine.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6098
КОВИД-19 вакцин Англид хүүхдийн нас баралтыг нэмэгдүүлсэн,The COVID-19 vaccine increased child mortality in England.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6088
КОВИД-19-ийн вакцин үр тогтоолтод сөрөг нөлөөтэй,The COVID-19 vaccine has a negative effect on fertility.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6189
"Ковид туслаа ч хүүхдэд хүндрэх урсгал биш, энийг ОУ-ын SAGE агент экспертиз хийгээд дүгнээд гаргачихсан",Even if children catch COVID it is not a severe course; the international SAGE experts assessed and concluded this.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5864
КОВИД-19-ийн вакцин хүүхдүүдийн зүрхийг устгаж байна,The COVID-19 vaccine is destroying children's hearts.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5818
Pfizer вакцинд ургийн эс агуулагддаг,The Pfizer vaccine contains fetal cells.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5811
Вакцинтай хөхүүл ээжүүдийн хүүхдүүд гепатитаар өвчилсөн,The children of vaccinated breastfeeding mothers developed hepatitis.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5808
Жирэмсэн үедээ COVID-19 вакцинжуулалтад хамрагдсан ээжүүд хүүхдээ алдсан,Mothers who were vaccinated against COVID-19 during pregnancy lost their babies.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5612
Цус бүлэгнэлийн талаарх тамхины хайрцаг дээрх анхааруулга вакцинтай холбоотой,The blood-clot warning on cigarette packs is connected to the vaccine.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5591
"Вакцинтай, гэнэт нас барсан хүний судаснаас 1-2 м үл мэдэх шимэгч олдож байгаа","In vaccinated people who died suddenly, 1-2 metre-long unknown parasites are being found in their blood vessels.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5518
КОВИД вакцинуудыг микроскопоор харахад их хэмжээний графен,"Under a microscope, COVID vaccines show large amounts of graphene.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5489
Вакцин хийлгэсэн хүмүүс ДОХ-ын нэг хэлбэрт өртөж болзошгүй,Vaccinated people may be exposed to a form of AIDS.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5545
КОВИД-19 вакцин ХДХВ-ийн халдвар тээж байгаа,The COVID-19 vaccine carries HIV infection.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5538
Нэмэлт тун хийлгэж буй хүмүүс ХДХВ-ийн халдвартай,People getting booster doses are HIV-positive.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5408
Вакцин хийлгэсэн хүмүүс вакцингүй хүмүүсээс илүү Омикроноор өвчилж байна,Vaccinated people are catching Omicron more than unvaccinated people.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5379
Дэлхийн улсууд вакцинаа зогсоосон,Countries around the world have stopped their vaccines.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5384
Вакцины 4 дэх тун дархлааг улам сулруулна гэв,The 4th dose of the vaccine will weaken immunity even further.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5319
ОМИКРОН нэмэлт тун хийлгэсэн хүнд шууд халдаж байгаа,Omicron is directly infecting people who received booster doses.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5198
"Украины хэрэглэсэн вакцин манайтай адил, огт үр дүн өгөөгүй",The vaccine Ukraine used is the same as ours and had no effect at all.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4799
Хятад өөрийн үйлдвэрлэсэн бүх вакцинаасаа татгалзчихсан,China has rejected all the vaccines it produced itself.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4740
БиоНТех вакцинаас 10 дахин муу-хор шахуулчихжээ,The BioNTech vaccine turned out ten times worse — poison was injected.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4720
"Х.Болорчулуун: Газар газрын батлагдаагүй вакцинуудыг хийж, туршилтын туулай болж гүйцлээ",Kh. Bolorchuluun: unapproved vaccines were administered everywhere and people were turned into test rabbits.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4613
Вакцин тариулсан залуус 5 жилийн дотор хүүхэдтэй болж болохгүй,Vaccinated young men and women must not have children within 5 years.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4084
Дани улс КОВИД-19-ийн эсрэг вакциныг 18-аас доошн насны хүүхдүүдэд хийхийг хориглосон,Denmark has banned the COVID-19 vaccine for children under 18,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6120
Pfizer-ийг New York-ийн Биржээс хаслаа,Pfizer has been delisted from the New York Stock Exchange,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5605
"Халдвар аваад эдгэсэн хүний дархлааны мэдээлжих, коронагийн эсрэгцэх чадамж 6 сарын туршид тасралтгүй өсч үргэлжилдэг процесс Наана нь вакцин хийлгэчихээр таслаж байна",A recovered person's immune memory and anti-corona capacity keeps rising continuously over six months; getting vaccinated cuts this off,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5164
Японы Эрүүл мэндийн яамны ажилтнуудын 10 хувь нь л вакцин хийлгэсэн,Only 10% of Japan's Ministry of Health staff got vaccinated.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-1822/
Канадын 80 эмч ковидын вакцин хийлгээд нас барсан,80 Canadian doctors died after receiving the COVID vaccine.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-1668/
"ХӨСҮТ-ийн захирал Л.Баттөр: Нас барсан хүмүүсийн 86,5% нь хужаа вакцин байсан","NCCD director L. Battur: 86.5% of the deceased had received the ""Chinese vaccine"".",1,COVID,1,MFCC,https://mfcc.mn/factcheck-1507/
